time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,63,525,2000,240,2.5,300,53
4.5,3.6,dur,4,9,15,125,2000,240,1.6,192,44
8.1,6.3,dur,7,16,6,50,2000,240,4.3,516,25
14.4,3.6,dur,4,20,0,0,2000,240,1.6,192,32
18.0,3.6,dur,4,24,63,525,2000,240,1.6,192,104
21.6,4.5,dur,5,29,9,75,2000,240,2.5,300,33
26.1,3.6,dur,4,33,12,100,2000,240,1.6,192,23
29.7,3.6,dur,4,37,63,525,2000,240,1.6,192,107
33.3,3.6,dur,4,41,63,525,2000,240,1.6,192,99
36.9,3.6,dur,4,45,0,0,2000,240,1.6,192,154
40.5,7.2,dur,8,53,3,25,2000,240,5.2,624,91
47.7,3.6,dur,4,57,12,100,2000,240,1.6,192,82
51.3,3.6,dur,4,61,0,0,2000,240,1.6,192,89
54.9,3.6,dur,4,65,30,250,2000,240,1.6,192,119
58.5,5.4,dur,6,71,0,0,2000,240,3.4000000000000004,408,149
63.9,3.6,dur,4,75,6,50,2000,240,1.6,192,79
67.5,3.6,dur,4,79,3,25,2000,240,1.6,192,120
71.1,3.6,dur,4,83,42,350,2000,240,1.6,192,111
74.7,4.5,dur,5,88,30,250,2000,240,2.5,300,28
79.2,3.6,dur,4,92,6,50,2000,240,1.6,192,100
82.8,3.6,dur,4,96,21,175,2000,240,1.6,192,81
86.4,3.6,dur,4,100,63,525,2000,240,1.6,192,84
90.0,3.6,dur,4,104,6,50,2000,240,1.6,192,141
93.6,3.6,dur,4,108,9,75,2000,240,1.6,192,77
97.2,3.6,dur,4,112,0,0,2000,240,1.6,192,134
100.8,4.5,dur,5,117,21,175,2000,240,2.5,300,60
105.3,3.6,dur,4,121,0,0,2000,240,1.6,192,61
108.9,3.6,dur,4,125,15,125,2000,240,1.6,192,35
112.5,3.6,dur,4,129,30,250,2000,240,1.6,192,42
116.1,3.6,dur,4,133,3,25,2000,240,1.6,192,138
119.7,3.6,dur,4,137,15,125,2000,240,1.6,192,137
123.3,3.6,dur,4,141,3,25,2000,240,1.6,192,110
126.9,3.6,dur,4,145,30,250,2000,240,1.6,192,113
130.5,3.6,dur,4,149,90,750,2000,240,1.6,192,58
134.1,4.5,dur,5,154,12,100,2000,240,2.5,300,118
138.6,4.5,dur,5,159,30,250,2000,240,2.5,300,158
143.1,4.5,dur,5,164,21,175,2000,240,2.5,300,106
147.6,3.6,dur,4,168,90,750,2000,240,1.6,192,45
151.2,3.6,dur,4,172,30,250,2000,240,1.6,192,96
154.8,4.5,dur,5,177,12,100,2000,240,2.5,300,37
159.3,3.6,dur,4,181,0,0,2000,240,1.6,192,6
162.9,3.6,dur,4,185,0,0,2000,240,1.6,192,121
166.5,3.6,dur,4,189,42,350,2000,240,1.6,192,85
170.1,7.2,dur,8,197,0,0,2000,240,5.2,624,9
177.3,3.6,dur,4,201,90,750,2000,240,1.6,192,117
180.9,3.6,dur,4,205,6,50,2000,240,1.6,192,127
184.5,5.4,dur,6,211,0,0,2000,240,3.4000000000000004,408,140
189.9,3.6,dur,4,215,42,350,2000,240,1.6,192,17
193.5,3.6,dur,4,219,9,75,2000,240,1.6,192,156
197.1,3.6,dur,4,223,42,350,2000,240,1.6,192,109
200.7,3.6,dur,4,227,3,25,2000,240,1.6,192,36
204.3,3.6,dur,4,231,9,75,2000,240,1.6,192,122
207.9,5.4,dur,6,237,21,175,2000,240,3.4000000000000004,408,95
213.3,5.4,dur,6,243,12,100,2000,240,3.4000000000000004,408,88
218.7,3.6,dur,4,247,30,250,2000,240,1.6,192,126
222.3,3.6,dur,4,251,0,0,2000,240,1.6,192,144
225.9,3.6,dur,4,255,42,350,2000,240,1.6,192,10
229.5,3.6,dur,4,259,6,50,2000,240,1.6,192,142
233.1,3.6,dur,4,263,63,525,2000,240,1.6,192,87
236.7,3.6,dur,4,267,12,100,2000,240,1.6,192,93
240.3,3.6,dur,4,271,21,175,2000,240,1.6,192,1
243.9,3.6,dur,4,275,9,75,2000,240,1.6,192,13
247.5,3.6,dur,4,279,90,750,2000,240,1.6,192,11
251.1,3.6,dur,4,283,90,750,2000,240,1.6,192,43
254.7,3.6,dur,4,287,42,350,2000,240,1.6,192,38
258.3,3.6,dur,4,291,21,175,2000,240,1.6,192,101
261.9,3.6,dur,4,295,21,175,2000,240,1.6,192,3
265.5,4.5,dur,5,300,3,25,2000,240,2.5,300,145
270.0,4.5,dur,5,305,3,25,2000,240,2.5,300,29
274.5,3.6,dur,4,309,15,125,2000,240,1.6,192,55
278.1,3.6,dur,4,313,12,100,2000,240,1.6,192,92
281.7,3.6,dur,4,317,15,125,2000,240,1.6,192,83
285.3,3.6,dur,4,321,63,525,2000,240,1.6,192,147
288.9,3.6,dur,4,325,0,0,2000,240,1.6,192,2
292.5,3.6,dur,4,329,15,125,2000,240,1.6,192,21
296.1,4.5,dur,5,334,42,350,2000,240,2.5,300,143
300.6,3.6,dur,4,338,90,750,2000,240,1.6,192,76
304.2,3.6,dur,4,342,15,125,2000,240,1.6,192,125
307.8,3.6,dur,4,346,6,50,2000,240,1.6,192,105
311.4,5.4,dur,6,352,90,750,2000,240,3.4000000000000004,408,49
316.8,3.6,dur,4,356,9,75,2000,240,1.6,192,130
320.4,3.6,dur,4,360,9,75,2000,240,1.6,192,68
