time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,90,750,2000,240,1.6,192,107
3.6,3.6,dur,4,8,15,125,2000,240,1.6,192,88
7.2,3.6,dur,4,12,15,125,2000,240,1.6,192,40
10.8,3.6,dur,4,16,3,25,2000,240,1.6,192,1
14.4,3.6,dur,4,20,0,0,2000,240,1.6,192,48
18.0,3.6,dur,4,24,12,100,2000,240,1.6,192,68
21.6,3.6,dur,4,28,30,250,2000,240,1.6,192,4
25.2,3.6,dur,4,32,6,50,2000,240,1.6,192,105
28.8,4.5,dur,5,37,90,750,2000,240,2.5,300,135
33.3,4.5,dur,5,42,21,175,2000,240,2.5,300,72
37.8,3.6,dur,4,46,30,250,2000,240,1.6,192,36
41.4,3.6,dur,4,50,63,525,2000,240,1.6,192,12
45.0,4.5,dur,5,55,0,0,2000,240,2.5,300,128
49.5,3.6,dur,4,59,3,25,2000,240,1.6,192,147
53.1,3.6,dur,4,63,9,75,2000,240,1.6,192,24
56.7,4.5,dur,5,68,0,0,2000,240,2.5,300,34
61.2,3.6,dur,4,72,9,75,2000,240,1.6,192,57
64.8,3.6,dur,4,76,0,0,2000,240,1.6,192,19
68.4,7.2,dur,8,84,6,50,2000,240,5.2,624,118
75.6,3.6,dur,4,88,6,50,2000,240,1.6,192,131
79.2,3.6,dur,4,92,21,175,2000,240,1.6,192,20
82.8,5.4,dur,6,98,90,750,2000,240,3.4000000000000004,408,96
88.2,3.6,dur,4,102,30,250,2000,240,1.6,192,87
91.8,3.6,dur,4,106,12,100,2000,240,1.6,192,138
95.4,3.6,dur,4,110,0,0,2000,240,1.6,192,113
99.0,4.5,dur,5,115,12,100,2000,240,2.5,300,14
103.5,3.6,dur,4,119,6,50,2000,240,1.6,192,75
107.1,3.6,dur,4,123,9,75,2000,240,1.6,192,97
110.7,3.6,dur,4,127,21,175,2000,240,1.6,192,63
114.3,3.6,dur,4,131,0,0,2000,240,1.6,192,111
117.9,3.6,dur,4,135,30,250,2000,240,1.6,192,22
121.5,6.3,dur,7,142,0,0,2000,240,4.3,516,101
127.8,3.6,dur,4,146,42,350,2000,240,1.6,192,47
131.4,3.6,dur,4,150,63,525,2000,240,1.6,192,148
135.0,3.6,dur,4,154,42,350,2000,240,1.6,192,106
138.6,3.6,dur,4,158,21,175,2000,240,1.6,192,121
142.2,4.5,dur,5,163,15,125,2000,240,2.5,300,18
146.7,3.6,dur,4,167,21,175,2000,240,1.6,192,59
150.3,6.3,dur,7,174,21,175,2000,240,4.3,516,158
156.6,3.6,dur,4,178,12,100,2000,240,1.6,192,89
160.2,3.6,dur,4,182,21,175,2000,240,1.6,192,115
163.8,3.6,dur,4,186,3,25,2000,240,1.6,192,133
167.4,4.5,dur,5,191,90,750,2000,240,2.5,300,28
171.9,3.6,dur,4,195,12,100,2000,240,1.6,192,110
175.5,3.6,dur,4,199,42,350,2000,240,1.6,192,38
179.1,3.6,dur,4,203,15,125,2000,240,1.6,192,139
182.7,3.6,dur,4,207,0,0,2000,240,1.6,192,51
186.3,3.6,dur,4,211,3,25,2000,240,1.6,192,149
189.9,3.6,dur,4,215,15,125,2000,240,1.6,192,27
193.5,3.6,dur,4,219,42,350,2000,240,1.6,192,90
197.1,3.6,dur,4,223,12,100,2000,240,1.6,192,65
200.7,5.4,dur,6,229,3,25,2000,240,3.4000000000000004,408,3
206.1,3.6,dur,4,233,90,750,2000,240,1.6,192,32
209.7,5.4,dur,6,239,42,350,2000,240,3.4000000000000004,408,41
215.1,3.6,dur,4,243,9,75,2000,240,1.6,192,130
218.7,5.4,dur,6,249,42,350,2000,240,3.4000000000000004,408,0
224.1,4.5,dur,5,254,63,525,2000,240,2.5,300,7
228.6,3.6,dur,4,258,15,125,2000,240,1.6,192,74
232.2,3.6,dur,4,262,63,525,2000,240,1.6,192,73
235.8,4.5,dur,5,267,9,75,2000,240,2.5,300,91
240.3,4.5,dur,5,272,15,125,2000,240,2.5,300,2
244.8,3.6,dur,4,276,90,750,2000,240,1.6,192,45
248.4,3.6,dur,4,280,0,0,2000,240,1.6,192,141
252.0,3.6,dur,4,284,12,100,2000,240,1.6,192,103
255.6,3.6,dur,4,288,0,0,2000,240,1.6,192,119
259.2,3.6,dur,4,292,6,50,2000,240,1.6,192,154
262.8,3.6,dur,4,296,42,350,2000,240,1.6,192,98
266.4,6.3,dur,7,303,9,75,2000,240,4.3,516,76
272.7,3.6,dur,4,307,9,75,2000,240,1.6,192,52
276.3,3.6,dur,4,311,6,50,2000,240,1.6,192,100
279.9,4.5,dur,5,316,30,250,2000,240,2.5,300,71
284.4,3.6,dur,4,320,63,525,2000,240,1.6,192,55
288.0,3.6,dur,4,324,30,250,2000,240,1.6,192,70
291.6,3.6,dur,4,328,6,50,2000,240,1.6,192,62
295.2,3.6,dur,4,332,3,25,2000,240,1.6,192,93
298.8,3.6,dur,4,336,0,0,2000,240,1.6,192,140
302.4,3.6,dur,4,340,0,0,2000,240,1.6,192,23
306.0,3.6,dur,4,344,90,750,2000,240,1.6,192,82
309.6,3.6,dur,4,348,63,525,2000,240,1.6,192,112
313.2,3.6,dur,4,352,63,525,2000,240,1.6,192,67
316.8,3.6,dur,4,356,3,25,2000,240,1.6,192,153
320.4,3.6,dur,4,360,30,250,2000,240,1.6,192,142
