time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,12,100,2000,240,1.6,192,117
3.6,3.6,dur,4,8,63,525,2000,240,1.6,192,102
7.2,4.5,dur,5,13,0,0,2000,240,2.5,300,107
11.7,3.6,dur,4,17,6,50,2000,240,1.6,192,55
15.3,3.6,dur,4,21,9,75,2000,240,1.6,192,21
18.9,3.6,dur,4,25,3,25,2000,240,1.6,192,79
22.5,3.6,dur,4,29,63,525,2000,240,1.6,192,108
26.1,3.6,dur,4,33,3,25,2000,240,1.6,192,82
29.7,4.5,dur,5,38,90,750,2000,240,2.5,300,98
34.2,3.6,dur,4,42,30,250,2000,240,1.6,192,3
37.8,3.6,dur,4,46,12,100,2000,240,1.6,192,97
41.4,3.6,dur,4,50,3,25,2000,240,1.6,192,58
45.0,3.6,dur,4,54,9,75,2000,240,1.6,192,94
48.6,3.6,dur,4,58,6,50,2000,240,1.6,192,5
52.2,4.5,dur,5,63,3,25,2000,240,2.5,300,78
56.7,3.6,dur,4,67,6,50,2000,240,1.6,192,44
60.3,4.5,dur,5,72,15,125,2000,240,2.5,300,28
64.8,3.6,dur,4,76,15,125,2000,240,1.6,192,135
68.4,3.6,dur,4,80,90,750,2000,240,1.6,192,154
72.0,3.6,dur,4,84,0,0,2000,240,1.6,192,127
75.6,3.6,dur,4,88,30,250,2000,240,1.6,192,96
79.2,3.6,dur,4,92,6,50,2000,240,1.6,192,113
82.8,3.6,dur,4,96,12,100,2000,240,1.6,192,63
86.4,4.5,dur,5,101,15,125,2000,240,2.5,300,41
90.9,3.6,dur,4,105,3,25,2000,240,1.6,192,122
94.5,4.5,dur,5,110,15,125,2000,240,2.5,300,20
99.0,3.6,dur,4,114,30,250,2000,240,1.6,192,66
102.6,3.6,dur,4,118,42,350,2000,240,1.6,192,61
106.2,3.6,dur,4,122,42,350,2000,240,1.6,192,35
109.8,3.6,dur,4,126,0,0,2000,240,1.6,192,103
113.4,3.6,dur,4,130,0,0,2000,240,1.6,192,139
117.0,3.6,dur,4,134,21,175,2000,240,1.6,192,128
120.6,3.6,dur,4,138,0,0,2000,240,1.6,192,153
124.2,5.4,dur,6,144,12,100,2000,240,3.4000000000000004,408,120
129.6,3.6,dur,4,148,12,100,2000,240,1.6,192,150
133.2,5.4,dur,6,154,42,350,2000,240,3.4000000000000004,408,51
138.6,3.6,dur,4,158,9,75,2000,240,1.6,192,45
142.2,3.6,dur,4,162,21,175,2000,240,1.6,192,132
145.8,3.6,dur,4,166,9,75,2000,240,1.6,192,10
149.4,7.2,dur,8,174,30,250,2000,240,5.2,624,7
156.6,3.6,dur,4,178,9,75,2000,240,1.6,192,38
160.2,3.6,dur,4,182,0,0,2000,240,1.6,192,75
163.8,3.6,dur,4,186,90,750,2000,240,1.6,192,121
167.4,3.6,dur,4,190,0,0,2000,240,1.6,192,110
171.0,3.6,dur,4,194,9,75,2000,240,1.6,192,85
174.6,3.6,dur,4,198,63,525,2000,240,1.6,192,118
178.2,4.5,dur,5,203,6,50,2000,240,2.5,300,87
182.7,3.6,dur,4,207,42,350,2000,240,1.6,192,92
186.3,3.6,dur,4,211,21,175,2000,240,1.6,192,89
189.9,3.6,dur,4,215,3,25,2000,240,1.6,192,4
193.5,3.6,dur,4,219,0,0,2000,240,1.6,192,84
197.1,3.6,dur,4,223,30,250,2000,240,1.6,192,72
200.7,3.6,dur,4,227,30,250,2000,240,1.6,192,36
204.3,5.4,dur,6,233,30,250,2000,240,3.4000000000000004,408,136
209.7,3.6,dur,4,237,90,750,2000,240,1.6,192,34
213.3,3.6,dur,4,241,6,50,2000,240,1.6,192,100
216.9,3.6,dur,4,245,42,350,2000,240,1.6,192,60
220.5,3.6,dur,4,249,0,0,2000,240,1.6,192,25
224.1,3.6,dur,4,253,90,750,2000,240,1.6,192,13
227.7,4.5,dur,5,258,90,750,2000,240,2.5,300,73
232.2,4.5,dur,5,263,63,525,2000,240,2.5,300,93
236.7,3.6,dur,4,267,15,125,2000,240,1.6,192,71
240.3,3.6,dur,4,271,42,350,2000,240,1.6,192,156
243.9,3.6,dur,4,275,0,0,2000,240,1.6,192,99
247.5,3.6,dur,4,279,21,175,2000,240,1.6,192,123
251.1,5.4,dur,6,285,63,525,2000,240,3.4000000000000004,408,140
256.5,3.6,dur,4,289,6,50,2000,240,1.6,192,90
260.1,3.6,dur,4,293,90,750,2000,240,1.6,192,52
263.7,4.5,dur,5,298,21,175,2000,240,2.5,300,48
268.2,3.6,dur,4,302,15,125,2000,240,1.6,192,74
271.8,3.6,dur,4,306,12,100,2000,240,1.6,192,151
275.4,3.6,dur,4,310,21,175,2000,240,1.6,192,149
279.0,3.6,dur,4,314,0,0,2000,240,1.6,192,155
282.6,5.4,dur,6,320,12,100,2000,240,3.4000000000000004,408,158
288.0,3.6,dur,4,324,15,125,2000,240,1.6,192,157
291.6,6.3,dur,7,331,21,175,2000,240,4.3,516,67
297.9,3.6,dur,4,335,0,0,2000,240,1.6,192,11
301.5,4.5,dur,5,340,3,25,2000,240,2.5,300,129
306.0,7.2,dur,8,348,42,350,2000,240,5.2,624,126
313.2,3.6,dur,4,352,63,525,2000,240,1.6,192,59
316.8,3.6,dur,4,356,63,525,2000,240,1.6,192,76
320.4,3.6,dur,4,360,9,75,2000,240,1.6,192,2
