time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,0,0,2000,240,1.6,192,152
3.6,3.6,dur,4,8,0,0,2000,240,1.6,192,66
7.2,3.6,dur,4,12,30,250,2000,240,1.6,192,125
10.8,3.6,dur,4,16,42,350,2000,240,1.6,192,147
14.4,3.6,dur,4,20,9,75,2000,240,1.6,192,18
18.0,3.6,dur,4,24,9,75,2000,240,1.6,192,96
21.6,4.5,dur,5,29,0,0,2000,240,2.5,300,67
26.1,3.6,dur,4,33,15,125,2000,240,1.6,192,155
29.7,4.5,dur,5,38,3,25,2000,240,2.5,300,108
34.2,3.6,dur,4,42,21,175,2000,240,1.6,192,38
37.8,4.5,dur,5,47,6,50,2000,240,2.5,300,137
42.3,3.6,dur,4,51,0,0,2000,240,1.6,192,49
45.9,3.6,dur,4,55,12,100,2000,240,1.6,192,43
49.5,3.6,dur,4,59,9,75,2000,240,1.6,192,116
53.1,3.6,dur,4,63,30,250,2000,240,1.6,192,36
56.7,3.6,dur,4,67,90,750,2000,240,1.6,192,48
60.3,4.5,dur,5,72,63,525,2000,240,2.5,300,91
64.8,3.6,dur,4,76,9,75,2000,240,1.6,192,52
68.4,5.4,dur,6,82,21,175,2000,240,3.4000000000000004,408,35
73.8,3.6,dur,4,86,21,175,2000,240,1.6,192,4
77.4,3.6,dur,4,90,30,250,2000,240,1.6,192,20
81.0,4.5,dur,5,95,15,125,2000,240,2.5,300,44
85.5,3.6,dur,4,99,0,0,2000,240,1.6,192,79
89.1,3.6,dur,4,103,9,75,2000,240,1.6,192,101
92.7,3.6,dur,4,107,90,750,2000,240,1.6,192,5
96.3,3.6,dur,4,111,3,25,2000,240,1.6,192,86
99.9,3.6,dur,4,115,63,525,2000,240,1.6,192,126
103.5,3.6,dur,4,119,3,25,2000,240,1.6,192,131
107.1,3.6,dur,4,123,42,350,2000,240,1.6,192,81
110.7,5.4,dur,6,129,0,0,2000,240,3.4000000000000004,408,61
116.1,3.6,dur,4,133,63,525,2000,240,1.6,192,72
119.7,5.4,dur,6,139,15,125,2000,240,3.4000000000000004,408,63
125.1,3.6,dur,4,143,12,100,2000,240,1.6,192,23
128.7,4.5,dur,5,148,90,750,2000,240,2.5,300,85
133.2,3.6,dur,4,152,42,350,2000,240,1.6,192,7
136.8,3.6,dur,4,156,15,125,2000,240,1.6,192,15
140.4,4.5,dur,5,161,9,75,2000,240,2.5,300,156
144.9,5.4,dur,6,167,15,125,2000,240,3.4000000000000004,408,53
150.3,3.6,dur,4,171,30,250,2000,240,1.6,192,30
153.9,3.6,dur,4,175,0,0,2000,240,1.6,192,65
157.5,3.6,dur,4,179,12,100,2000,240,1.6,192,123
161.1,3.6,dur,4,183,63,525,2000,240,1.6,192,98
164.7,3.6,dur,4,187,6,50,2000,240,1.6,192,87
168.3,3.6,dur,4,191,6,50,2000,240,1.6,192,13
171.9,5.4,dur,6,197,3,25,2000,240,3.4000000000000004,408,115
177.3,6.3,dur,7,204,30,250,2000,240,4.3,516,106
183.6,3.6,dur,4,208,63,525,2000,240,1.6,192,95
187.2,3.6,dur,4,212,42,350,2000,240,1.6,192,17
190.8,3.6,dur,4,216,12,100,2000,240,1.6,192,78
194.4,3.6,dur,4,220,42,350,2000,240,1.6,192,54
198.0,3.6,dur,4,224,42,350,2000,240,1.6,192,153
201.6,3.6,dur,4,228,0,0,2000,240,1.6,192,80
205.2,3.6,dur,4,232,90,750,2000,240,1.6,192,112
208.8,3.6,dur,4,236,30,250,2000,240,1.6,192,143
212.4,3.6,dur,4,240,30,250,2000,240,1.6,192,10
216.0,3.6,dur,4,244,90,750,2000,240,1.6,192,64
219.6,3.6,dur,4,248,12,100,2000,240,1.6,192,83
223.2,3.6,dur,4,252,0,0,2000,240,1.6,192,59
226.8,3.6,dur,4,256,3,25,2000,240,1.6,192,37
230.4,4.5,dur,5,261,3,25,2000,240,2.5,300,41
234.9,3.6,dur,4,265,63,525,2000,240,1.6,192,130
238.5,3.6,dur,4,269,21,175,2000,240,1.6,192,68
242.1,3.6,dur,4,273,42,350,2000,240,1.6,192,141
245.7,3.6,dur,4,277,12,100,2000,240,1.6,192,62
249.3,3.6,dur,4,281,63,525,2000,240,1.6,192,127
252.9,5.4,dur,6,287,0,0,2000,240,3.4000000000000004,408,12
258.3,3.6,dur,4,291,15,125,2000,240,1.6,192,148
261.9,5.4,dur,6,297,6,50,2000,240,3.4000000000000004,408,104
267.3,3.6,dur,4,301,6,50,2000,240,1.6,192,40
270.9,3.6,dur,4,305,21,175,2000,240,1.6,192,118
274.5,4.5,dur,5,310,0,0,2000,240,2.5,300,144
279.0,3.6,dur,4,314,90,750,2000,240,1.6,192,51
282.6,4.5,dur,5,319,21,175,2000,240,2.5,300,26
287.1,3.6,dur,4,323,0,0,2000,240,1.6,192,70
290.7,5.4,dur,6,329,9,75,2000,240,3.4000000000000004,408,29
296.1,3.6,dur,4,333,6,50,2000,240,1.6,192,76
299.7,4.5,dur,5,338,90,750,2000,240,2.5,300,119
304.2,3.6,dur,4,342,15,125,2000,240,1.6,192,60
307.8,5.4,dur,6,348,12,100,2000,240,3.4000000000000004,408,124
313.2,3.6,dur,4,352,21,175,2000,240,1.6,192,154
316.8,3.6,dur,4,356,3,25,2000,240,1.6,192,34
320.4,3.6,dur,4,360,6,50,2000,240,1.6,192,73
