time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,0,0,2000,240,1.6,192,71
3.6,5.4,dur,6,10,0,0,2000,240,3.4000000000000004,408,53
9.0,3.6,dur,4,14,21,175,2000,240,1.6,192,78
12.6,3.6,dur,4,18,63,525,2000,240,1.6,192,77
16.2,3.6,dur,4,22,12,100,2000,240,1.6,192,159
19.8,3.6,dur,4,26,9,75,2000,240,1.6,192,114
23.4,3.6,dur,4,30,0,0,2000,240,1.6,192,94
27.0,3.6,dur,4,34,15,125,2000,240,1.6,192,10
30.6,3.6,dur,4,38,0,0,2000,240,1.6,192,37
34.2,5.4,dur,6,44,0,0,2000,240,3.4000000000000004,408,55
39.6,3.6,dur,4,48,12,100,2000,240,1.6,192,67
43.2,5.4,dur,6,54,30,250,2000,240,3.4000000000000004,408,28
48.6,3.6,dur,4,58,90,750,2000,240,1.6,192,97
52.2,3.6,dur,4,62,21,175,2000,240,1.6,192,140
55.8,3.6,dur,4,66,12,100,2000,240,1.6,192,72
59.4,3.6,dur,4,70,6,50,2000,240,1.6,192,38
63.0,3.6,dur,4,74,15,125,2000,240,1.6,192,14
66.6,3.6,dur,4,78,6,50,2000,240,1.6,192,121
70.2,3.6,dur,4,82,3,25,2000,240,1.6,192,75
73.8,3.6,dur,4,86,9,75,2000,240,1.6,192,27
77.4,3.6,dur,4,90,6,50,2000,240,1.6,192,16
81.0,3.6,dur,4,94,30,250,2000,240,1.6,192,43
84.6,3.6,dur,4,98,3,25,2000,240,1.6,192,87
88.2,3.6,dur,4,102,21,175,2000,240,1.6,192,36
91.8,3.6,dur,4,106,0,0,2000,240,1.6,192,11
95.4,3.6,dur,4,110,63,525,2000,240,1.6,192,92
99.0,3.6,dur,4,114,9,75,2000,240,1.6,192,124
102.6,4.5,dur,5,119,15,125,2000,240,2.5,300,62
107.1,3.6,dur,4,123,3,25,2000,240,1.6,192,17
110.7,5.4,dur,6,129,3,25,2000,240,3.4000000000000004,408,108
116.1,4.5,dur,5,134,12,100,2000,240,2.5,300,112
120.6,3.6,dur,4,138,15,125,2000,240,1.6,192,151
124.2,4.5,dur,5,143,6,50,2000,240,2.5,300,82
128.7,3.6,dur,4,147,12,100,2000,240,1.6,192,144
132.3,3.6,dur,4,151,42,350,2000,240,1.6,192,23
135.9,6.3,dur,7,158,30,250,2000,240,4.3,516,103
142.2,3.6,dur,4,162,9,75,2000,240,1.6,192,35
145.8,3.6,dur,4,166,42,350,2000,240,1.6,192,132
149.4,3.6,dur,4,170,0,0,2000,240,1.6,192,117
153.0,3.6,dur,4,174,42,350,2000,240,1.6,192,136
156.6,3.6,dur,4,178,15,125,2000,240,1.6,192,113
160.2,3.6,dur,4,182,90,750,2000,240,1.6,192,106
163.8,3.6,dur,4,186,0,0,2000,240,1.6,192,116
167.4,3.6,dur,4,190,90,750,2000,240,1.6,192,157
171.0,3.6,dur,4,194,30,250,2000,240,1.6,192,109
174.6,3.6,dur,4,198,30,250,2000,240,1.6,192,15
178.2,3.6,dur,4,202,6,50,2000,240,1.6,192,60
181.8,3.6,dur,4,206,9,75,2000,240,1.6,192,81
185.4,3.6,dur,4,210,12,100,2000,240,1.6,192,22
189.0,3.6,dur,4,214,6,50,2000,240,1.6,192,126
192.6,3.6,dur,4,218,42,350,2000,240,1.6,192,32
196.2,4.5,dur,5,223,0,0,2000,240,2.5,300,122
200.7,3.6,dur,4,227,42,350,2000,240,1.6,192,50
204.3,6.3,dur,7,234,63,525,2000,240,4.3,516,142
210.6,3.6,dur,4,238,30,250,2000,240,1.6,192,42
214.2,7.2,dur,8,246,15,125,2000,240,5.2,624,7
221.4,3.6,dur,4,250,90,750,2000,240,1.6,192,141
225.0,4.5,dur,5,255,90,750,2000,240,2.5,300,123
229.5,3.6,dur,4,259,21,175,2000,240,1.6,192,4
233.1,4.5,dur,5,264,21,175,2000,240,2.5,300,26
237.6,3.6,dur,4,268,42,350,2000,240,1.6,192,102
241.2,3.6,dur,4,272,12,100,2000,240,1.6,192,6
244.8,3.6,dur,4,276,63,525,2000,240,1.6,192,133
248.4,3.6,dur,4,280,90,750,2000,240,1.6,192,118
252.0,3.6,dur,4,284,3,25,2000,240,1.6,192,25
255.6,3.6,dur,4,288,63,525,2000,240,1.6,192,148
259.2,4.5,dur,5,293,42,350,2000,240,2.5,300,120
263.7,3.6,dur,4,297,30,250,2000,240,1.6,192,20
267.3,3.6,dur,4,301,0,0,2000,240,1.6,192,104
270.9,3.6,dur,4,305,15,125,2000,240,1.6,192,105
274.5,6.3,dur,7,312,0,0,2000,240,4.3,516,86
280.8,3.6,dur,4,316,9,75,2000,240,1.6,192,57
284.4,3.6,dur,4,320,3,25,2000,240,1.6,192,64
288.0,3.6,dur,4,324,63,525,2000,240,1.6,192,125
291.6,3.6,dur,4,328,21,175,2000,240,1.6,192,153
295.2,3.6,dur,4,332,9,75,2000,240,1.6,192,130
298.8,6.3,dur,7,339,90,750,2000,240,4.3,516,145
305.1,3.6,dur,4,343,0,0,2000,240,1.6,192,150
308.7,3.6,dur,4,347,6,50,2000,240,1.6,192,93
312.3,3.6,dur,4,351,63,525,2000,240,1.6,192,100
315.9,3.6,dur,4,355,3,25,2000,240,1.6,192,129
319.5,4.5,dur,5,360,21,175,2000,240,2.5,300,8
