time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,3,25,2000,240,1.6,192,23
3.6,3.6,dur,4,8,0,0,2000,240,1.6,192,110
7.2,3.6,dur,4,12,42,350,2000,240,1.6,192,12
10.8,3.6,dur,4,16,3,25,2000,240,1.6,192,46
14.4,3.6,dur,4,20,9,75,2000,240,1.6,192,16
18.0,3.6,dur,4,24,21,175,2000,240,1.6,192,58
21.6,3.6,dur,4,28,12,100,2000,240,1.6,192,55
25.2,3.6,dur,4,32,0,0,2000,240,1.6,192,17
28.8,3.6,dur,4,36,21,175,2000,240,1.6,192,70
32.4,3.6,dur,4,40,30,250,2000,240,1.6,192,8
36.0,3.6,dur,4,44,30,250,2000,240,1.6,192,147
39.6,3.6,dur,4,48,3,25,2000,240,1.6,192,44
43.2,3.6,dur,4,52,15,125,2000,240,1.6,192,5
46.8,5.4,dur,6,58,12,100,2000,240,3.4000000000000004,408,59
52.2,3.6,dur,4,62,90,750,2000,240,1.6,192,90
55.8,3.6,dur,4,66,12,100,2000,240,1.6,192,62
59.4,3.6,dur,4,70,6,50,2000,240,1.6,192,13
63.0,3.6,dur,4,74,21,175,2000,240,1.6,192,112
66.6,3.6,dur,4,78,0,0,2000,240,1.6,192,139
70.2,3.6,dur,4,82,6,50,2000,240,1.6,192,138
73.8,3.6,dur,4,86,0,0,2000,240,1.6,192,97
77.4,6.3,dur,7,93,21,175,2000,240,4.3,516,122
83.7,7.2,dur,8,101,3,25,2000,240,5.2,624,111
90.9,3.6,dur,4,105,15,125,2000,240,1.6,192,0
94.5,3.6,dur,4,109,9,75,2000,240,1.6,192,157
98.1,4.5,dur,5,114,30,250,2000,240,2.5,300,121
102.6,3.6,dur,4,118,9,75,2000,240,1.6,192,56
106.2,3.6,dur,4,122,6,50,2000,240,1.6,192,140
109.8,4.5,dur,5,127,6,50,2000,240,2.5,300,136
114.3,3.6,dur,4,131,90,750,2000,240,1.6,192,146
117.9,3.6,dur,4,135,15,125,2000,240,1.6,192,99
121.5,3.6,dur,4,139,21,175,2000,240,1.6,192,49
125.1,3.6,dur,4,143,6,50,2000,240,1.6,192,52
128.7,3.6,dur,4,147,9,75,2000,240,1.6,192,117
132.3,3.6,dur,4,151,3,25,2000,240,1.6,192,2
135.9,4.5,dur,5,156,42,350,2000,240,2.5,300,21
140.4,3.6,dur,4,160,12,100,2000,240,1.6,192,75
144.0,3.6,dur,4,164,21,175,2000,240,1.6,192,131
147.6,3.6,dur,4,168,30,250,2000,240,1.6,192,1
151.2,3.6,dur,4,172,12,100,2000,240,1.6,192,71
154.8,3.6,dur,4,176,12,100,2000,240,1.6,192,132
158.4,6.3,dur,7,183,15,125,2000,240,4.3,516,119
164.7,3.6,dur,4,187,42,350,2000,240,1.6,192,36
168.3,3.6,dur,4,191,90,750,2000,240,1.6,192,148
171.9,7.2,dur,8,199,0,0,2000,240,5.2,624,10
179.1,3.6,dur,4,203,6,50,2000,240,1.6,192,77
182.7,3.6,dur,4,207,15,125,2000,240,1.6,192,114
186.3,3.6,dur,4,211,63,525,2000,240,1.6,192,106
189.9,5.4,dur,6,217,0,0,2000,240,3.4000000000000004,408,105
195.3,4.5,dur,5,222,15,125,2000,240,2.5,300,51
199.8,3.6,dur,4,226,90,750,2000,240,1.6,192,14
203.4,4.5,dur,5,231,0,0,2000,240,2.5,300,126
207.9,6.3,dur,7,238,3,25,2000,240,4.3,516,98
214.2,3.6,dur,4,242,63,525,2000,240,1.6,192,93
217.8,3.6,dur,4,246,42,350,2000,240,1.6,192,73
221.4,3.6,dur,4,250,15,125,2000,240,1.6,192,142
225.0,3.6,dur,4,254,21,175,2000,240,1.6,192,151
228.6,3.6,dur,4,258,9,75,2000,240,1.6,192,134
232.2,3.6,dur,4,262,42,350,2000,240,1.6,192,41
235.8,3.6,dur,4,266,0,0,2000,240,1.6,192,152
239.4,4.5,dur,5,271,12,100,2000,240,2.5,300,30
243.9,3.6,dur,4,275,3,25,2000,240,1.6,192,20
247.5,3.6,dur,4,279,90,750,2000,240,1.6,192,109
251.1,3.6,dur,4,283,90,750,2000,240,1.6,192,3
254.7,3.6,dur,4,287,30,250,2000,240,1.6,192,154
258.3,3.6,dur,4,291,0,0,2000,240,1.6,192,125
261.9,5.4,dur,6,297,63,525,2000,240,3.4000000000000004,408,128
267.3,3.6,dur,4,301,9,75,2000,240,1.6,192,156
270.9,3.6,dur,4,305,63,525,2000,240,1.6,192,79
274.5,4.5,dur,5,310,63,525,2000,240,2.5,300,7
279.0,3.6,dur,4,314,30,250,2000,240,1.6,192,63
282.6,3.6,dur,4,318,42,350,2000,240,1.6,192,137
286.2,3.6,dur,4,322,0,0,2000,240,1.6,192,48
289.8,3.6,dur,4,326,0,0,2000,240,1.6,192,88
293.4,3.6,dur,4,330,42,350,2000,240,1.6,192,84
297.0,4.5,dur,5,335,63,525,2000,240,2.5,300,9
301.5,3.6,dur,4,339,63,525,2000,240,1.6,192,26
305.1,3.6,dur,4,343,0,0,2000,240,1.6,192,24
308.7,3.6,dur,4,347,30,250,2000,240,1.6,192,39
312.3,4.5,dur,5,352,90,750,2000,240,2.5,300,6
316.8,3.6,dur,4,356,6,50,2000,240,1.6,192,133
320.4,3.6,dur,4,360,9,75,2000,240,1.6,192,15
