time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,15,125,2000,240,1.6,192,154
3.6,6.3,dur,7,11,30,250,2000,240,4.3,516,2
9.9,3.6,dur,4,15,6,50,2000,240,1.6,192,65
13.5,3.6,dur,4,19,21,175,2000,240,1.6,192,21
17.1,3.6,dur,4,23,3,25,2000,240,1.6,192,153
20.7,3.6,dur,4,27,0,0,2000,240,1.6,192,133
24.3,3.6,dur,4,31,15,125,2000,240,1.6,192,42
27.9,3.6,dur,4,35,21,175,2000,240,1.6,192,55
31.5,3.6,dur,4,39,30,250,2000,240,1.6,192,78
35.1,3.6,dur,4,43,0,0,2000,240,1.6,192,127
38.7,4.5,dur,5,48,9,75,2000,240,2.5,300,47
43.2,3.6,dur,4,52,63,525,2000,240,1.6,192,83
46.8,4.5,dur,5,57,6,50,2000,240,2.5,300,93
51.3,3.6,dur,4,61,30,250,2000,240,1.6,192,136
54.9,3.6,dur,4,65,9,75,2000,240,1.6,192,86
58.5,4.5,dur,5,70,3,25,2000,240,2.5,300,126
63.0,3.6,dur,4,74,9,75,2000,240,1.6,192,58
66.6,3.6,dur,4,78,42,350,2000,240,1.6,192,70
70.2,3.6,dur,4,82,6,50,2000,240,1.6,192,151
73.8,3.6,dur,4,86,63,525,2000,240,1.6,192,77
77.4,3.6,dur,4,90,0,0,2000,240,1.6,192,26
81.0,3.6,dur,4,94,30,250,2000,240,1.6,192,13
84.6,5.4,dur,6,100,15,125,2000,240,3.4000000000000004,408,19
90.0,3.6,dur,4,104,90,750,2000,240,1.6,192,91
93.6,4.5,dur,5,109,3,25,2000,240,2.5,300,64
98.1,3.6,dur,4,113,63,525,2000,240,1.6,192,18
101.7,3.6,dur,4,117,21,175,2000,240,1.6,192,23
105.3,3.6,dur,4,121,42,350,2000,240,1.6,192,94
108.9,3.6,dur,4,125,12,100,2000,240,1.6,192,122
112.5,3.6,dur,4,129,30,250,2000,240,1.6,192,30
116.1,3.6,dur,4,133,12,100,2000,240,1.6,192,103
119.7,3.6,dur,4,137,42,350,2000,240,1.6,192,101
123.3,4.5,dur,5,142,9,75,2000,240,2.5,300,111
127.8,3.6,dur,4,146,42,350,2000,240,1.6,192,24
131.4,3.6,dur,4,150,0,0,2000,240,1.6,192,48
135.0,3.6,dur,4,154,42,350,2000,240,1.6,192,97
138.6,3.6,dur,4,158,90,750,2000,240,1.6,192,121
142.2,3.6,dur,4,162,12,100,2000,240,1.6,192,145
145.8,4.5,dur,5,167,12,100,2000,240,2.5,300,46
150.3,3.6,dur,4,171,6,50,2000,240,1.6,192,137
153.9,3.6,dur,4,175,3,25,2000,240,1.6,192,117
157.5,5.4,dur,6,181,90,750,2000,240,3.4000000000000004,408,43
162.9,7.2,dur,8,189,9,75,2000,240,5.2,624,12
170.1,3.6,dur,4,193,9,75,2000,240,1.6,192,110
173.7,4.5,dur,5,198,3,25,2000,240,2.5,300,124
178.2,3.6,dur,4,202,0,0,2000,240,1.6,192,139
181.8,3.6,dur,4,206,42,350,2000,240,1.6,192,17
185.4,3.6,dur,4,210,15,125,2000,240,1.6,192,116
189.0,3.6,dur,4,214,12,100,2000,240,1.6,192,49
192.6,3.6,dur,4,218,0,0,2000,240,1.6,192,73
196.2,5.4,dur,6,224,63,525,2000,240,3.4000000000000004,408,61
201.6,3.6,dur,4,228,3,25,2000,240,1.6,192,95
205.2,3.6,dur,4,232,15,125,2000,240,1.6,192,102
208.8,3.6,dur,4,236,21,175,2000,240,1.6,192,87
212.4,5.4,dur,6,242,63,525,2000,240,3.4000000000000004,408,59
217.8,3.6,dur,4,246,0,0,2000,240,1.6,192,53
221.4,3.6,dur,4,250,90,750,2000,240,1.6,192,16
225.0,5.4,dur,6,256,0,0,2000,240,3.4000000000000004,408,22
230.4,3.6,dur,4,260,21,175,2000,240,1.6,192,89
234.0,3.6,dur,4,264,90,750,2000,240,1.6,192,35
237.6,3.6,dur,4,268,63,525,2000,240,1.6,192,36
241.2,3.6,dur,4,272,42,350,2000,240,1.6,192,118
244.8,5.4,dur,6,278,21,175,2000,240,3.4000000000000004,408,74
250.2,3.6,dur,4,282,0,0,2000,240,1.6,192,44
253.8,3.6,dur,4,286,21,175,2000,240,1.6,192,82
257.4,3.6,dur,4,290,3,25,2000,240,1.6,192,90
261.0,4.5,dur,5,295,6,50,2000,240,2.5,300,37
265.5,3.6,dur,4,299,0,0,2000,240,1.6,192,54
269.1,3.6,dur,4,303,63,525,2000,240,1.6,192,143
272.7,3.6,dur,4,307,0,0,2000,240,1.6,192,158
276.3,7.2,dur,8,315,9,75,2000,240,5.2,624,157
283.5,3.6,dur,4,319,30,250,2000,240,1.6,192,67
287.1,3.6,dur,4,323,90,750,2000,240,1.6,192,4
290.7,3.6,dur,4,327,6,50,2000,240,1.6,192,146
294.3,3.6,dur,4,331,15,125,2000,240,1.6,192,138
297.9,3.6,dur,4,335,0,0,2000,240,1.6,192,123
301.5,3.6,dur,4,339,15,125,2000,240,1.6,192,27
305.1,3.6,dur,4,343,6,50,2000,240,1.6,192,10
308.7,4.5,dur,5,348,12,100,2000,240,2.5,300,96
313.2,3.6,dur,4,352,90,750,2000,240,1.6,192,115
316.8,3.6,dur,4,356,30,250,2000,240,1.6,192,1
320.4,3.6,dur,4,360,12,100,2000,240,1.6,192,29
