time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,42,350,2000,240,1.6,192,117
3.6,3.6,dur,4,8,0,0,2000,240,1.6,192,142
7.2,3.6,dur,4,12,3,25,2000,240,1.6,192,45
10.8,3.6,dur,4,16,15,125,2000,240,1.6,192,80
14.4,3.6,dur,4,20,90,750,2000,240,1.6,192,55
18.0,3.6,dur,4,24,63,525,2000,240,1.6,192,127
21.6,3.6,dur,4,28,6,50,2000,240,1.6,192,73
25.2,4.5,dur,5,33,3,25,2000,240,2.5,300,91
29.7,3.6,dur,4,37,9,75,2000,240,1.6,192,32
33.3,3.6,dur,4,41,21,175,2000,240,1.6,192,130
36.9,3.6,dur,4,45,6,50,2000,240,1.6,192,147
40.5,3.6,dur,4,49,63,525,2000,240,1.6,192,128
44.1,3.6,dur,4,53,12,100,2000,240,1.6,192,31
47.7,3.6,dur,4,57,12,100,2000,240,1.6,192,140
51.3,4.5,dur,5,62,63,525,2000,240,2.5,300,58
55.8,4.5,dur,5,67,9,75,2000,240,2.5,300,10
60.3,3.6,dur,4,71,6,50,2000,240,1.6,192,107
63.9,3.6,dur,4,75,6,50,2000,240,1.6,192,25
67.5,3.6,dur,4,79,9,75,2000,240,1.6,192,20
71.1,3.6,dur,4,83,0,0,2000,240,1.6,192,119
74.7,4.5,dur,5,88,42,350,2000,240,2.5,300,16
79.2,3.6,dur,4,92,30,250,2000,240,1.6,192,47
82.8,5.4,dur,6,98,21,175,2000,240,3.4000000000000004,408,42
88.2,3.6,dur,4,102,21,175,2000,240,1.6,192,65
91.8,3.6,dur,4,106,12,100,2000,240,1.6,192,39
95.4,4.5,dur,5,111,0,0,2000,240,2.5,300,139
99.9,3.6,dur,4,115,90,750,2000,240,1.6,192,9
103.5,3.6,dur,4,119,15,125,2000,240,1.6,192,153
107.1,3.6,dur,4,123,42,350,2000,240,1.6,192,67
110.7,3.6,dur,4,127,12,100,2000,240,1.6,192,141
114.3,4.5,dur,5,132,9,75,2000,240,2.5,300,28
118.8,3.6,dur,4,136,21,175,2000,240,1.6,192,112
122.4,7.2,dur,8,144,30,250,2000,240,5.2,624,18
129.6,3.6,dur,4,148,3,25,2000,240,1.6,192,68
133.2,5.4,dur,6,154,90,750,2000,240,3.4000000000000004,408,145
138.6,3.6,dur,4,158,0,0,2000,240,1.6,192,108
142.2,3.6,dur,4,162,21,175,2000,240,1.6,192,101
145.8,3.6,dur,4,166,90,750,2000,240,1.6,192,15
149.4,7.2,dur,8,174,12,100,2000,240,5.2,624,48
156.6,3.6,dur,4,178,90,750,2000,240,1.6,192,59
160.2,4.5,dur,5,183,9,75,2000,240,2.5,300,144
164.7,3.6,dur,4,187,0,0,2000,240,1.6,192,133
168.3,3.6,dur,4,191,0,0,2000,240,1.6,192,74
171.9,3.6,dur,4,195,3,25,2000,240,1.6,192,83
175.5,3.6,dur,4,199,30,250,2000,240,1.6,192,114
179.1,3.6,dur,4,203,12,100,2000,240,1.6,192,6
182.7,3.6,dur,4,207,0,0,2000,240,1.6,192,8
186.3,5.4,dur,6,213,12,100,2000,240,3.4000000000000004,408,19
191.7,3.6,dur,4,217,15,125,2000,240,1.6,192,125
195.3,5.4,dur,6,223,63,525,2000,240,3.4000000000000004,408,34
200.7,3.6,dur,4,227,30,250,2000,240,1.6,192,11
204.3,3.6,dur,4,231,42,350,2000,240,1.6,192,90
207.9,3.6,dur,4,235,63,525,2000,240,1.6,192,56
211.5,3.6,dur,4,239,90,750,2000,240,1.6,192,0
215.1,3.6,dur,4,243,0,0,2000,240,1.6,192,122
218.7,3.6,dur,4,247,42,350,2000,240,1.6,192,3
222.3,5.4,dur,6,253,3,25,2000,240,3.4000000000000004,408,111
227.7,3.6,dur,4,257,6,50,2000,240,1.6,192,121
231.3,3.6,dur,4,261,21,175,2000,240,1.6,192,132
234.9,4.5,dur,5,266,42,350,2000,240,2.5,300,70
239.4,3.6,dur,4,270,3,25,2000,240,1.6,192,152
243.0,4.5,dur,5,275,0,0,2000,240,2.5,300,62
247.5,3.6,dur,4,279,3,25,2000,240,1.6,192,35
251.1,3.6,dur,4,283,15,125,2000,240,1.6,192,29
254.7,3.6,dur,4,287,0,0,2000,240,1.6,192,150
258.3,3.6,dur,4,291,30,250,2000,240,1.6,192,63
261.9,3.6,dur,4,295,30,250,2000,240,1.6,192,41
265.5,3.6,dur,4,299,90,750,2000,240,1.6,192,124
269.1,3.6,dur,4,303,30,250,2000,240,1.6,192,98
272.7,3.6,dur,4,307,9,75,2000,240,1.6,192,71
276.3,4.5,dur,5,312,42,350,2000,240,2.5,300,84
280.8,3.6,dur,4,316,15,125,2000,240,1.6,192,102
284.4,3.6,dur,4,320,6,50,2000,240,1.6,192,13
288.0,3.6,dur,4,324,0,0,2000,240,1.6,192,37
291.6,3.6,dur,4,328,6,50,2000,240,1.6,192,103
295.2,5.4,dur,6,334,0,0,2000,240,3.4000000000000004,408,53
300.6,3.6,dur,4,338,63,525,2000,240,1.6,192,138
304.2,4.5,dur,5,343,15,125,2000,240,2.5,300,93
308.7,3.6,dur,4,347,63,525,2000,240,1.6,192,118
312.3,4.5,dur,5,352,21,175,2000,240,2.5,300,64
316.8,3.6,dur,4,356,15,125,2000,240,1.6,192,120
320.4,3.6,dur,4,360,9,75,2000,240,1.6,192,33
