time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,0,0,2000,240,1.6,192,147
3.6,5.4,dur,6,10,21,175,2000,240,3.4000000000000004,408,96
9.0,3.6,dur,4,14,9,75,2000,240,1.6,192,121
12.6,3.6,dur,4,18,9,75,2000,240,1.6,192,76
16.2,3.6,dur,4,22,12,100,2000,240,1.6,192,124
19.8,3.6,dur,4,26,90,750,2000,240,1.6,192,116
23.4,3.6,dur,4,30,21,175,2000,240,1.6,192,9
27.0,4.5,dur,5,35,30,250,2000,240,2.5,300,150
31.5,3.6,dur,4,39,21,175,2000,240,1.6,192,25
35.1,5.4,dur,6,45,42,350,2000,240,3.4000000000000004,408,103
40.5,3.6,dur,4,49,3,25,2000,240,1.6,192,129
44.1,3.6,dur,4,53,0,0,2000,240,1.6,192,95
47.7,3.6,dur,4,57,3,25,2000,240,1.6,192,35
51.3,3.6,dur,4,61,63,525,2000,240,1.6,192,115
54.9,3.6,dur,4,65,42,350,2000,240,1.6,192,77
58.5,3.6,dur,4,69,30,250,2000,240,1.6,192,34
62.1,4.5,dur,5,74,21,175,2000,240,2.5,300,158
66.6,3.6,dur,4,78,6,50,2000,240,1.6,192,5
70.2,6.3,dur,7,85,12,100,2000,240,4.3,516,11
76.5,3.6,dur,4,89,15,125,2000,240,1.6,192,152
80.1,5.4,dur,6,95,30,250,2000,240,3.4000000000000004,408,3
85.5,3.6,dur,4,99,15,125,2000,240,1.6,192,145
89.1,3.6,dur,4,103,3,25,2000,240,1.6,192,88
92.7,3.6,dur,4,107,9,75,2000,240,1.6,192,64
96.3,5.4,dur,6,113,90,750,2000,240,3.4000000000000004,408,54
101.7,3.6,dur,4,117,30,250,2000,240,1.6,192,146
105.3,3.6,dur,4,121,9,75,2000,240,1.6,192,155
108.9,4.5,dur,5,126,0,0,2000,240,2.5,300,141
113.4,3.6,dur,4,130,90,750,2000,240,1.6,192,151
117.0,3.6,dur,4,134,42,350,2000,240,1.6,192,143
120.6,3.6,dur,4,138,42,350,2000,240,1.6,192,78
124.2,4.5,dur,5,143,63,525,2000,240,2.5,300,102
128.7,3.6,dur,4,147,15,125,2000,240,1.6,192,122
132.3,3.6,dur,4,151,9,75,2000,240,1.6,192,48
135.9,3.6,dur,4,155,3,25,2000,240,1.6,192,41
139.5,3.6,dur,4,159,6,50,2000,240,1.6,192,19
143.1,3.6,dur,4,163,15,125,2000,240,1.6,192,67
146.7,3.6,dur,4,167,63,525,2000,240,1.6,192,137
150.3,4.5,dur,5,172,12,100,2000,240,2.5,300,117
154.8,3.6,dur,4,176,30,250,2000,240,1.6,192,42
158.4,3.6,dur,4,180,0,0,2000,240,1.6,192,21
162.0,3.6,dur,4,184,9,75,2000,240,1.6,192,61
165.6,5.4,dur,6,190,63,525,2000,240,3.4000000000000004,408,94
171.0,3.6,dur,4,194,42,350,2000,240,1.6,192,38
174.6,3.6,dur,4,198,90,750,2000,240,1.6,192,69
178.2,3.6,dur,4,202,63,525,2000,240,1.6,192,73
181.8,3.6,dur,4,206,0,0,2000,240,1.6,192,118
185.4,4.5,dur,5,211,90,750,2000,240,2.5,300,144
189.9,4.5,dur,5,216,0,0,2000,240,2.5,300,18
194.4,3.6,dur,4,220,63,525,2000,240,1.6,192,127
198.0,3.6,dur,4,224,21,175,2000,240,1.6,192,59
201.6,3.6,dur,4,228,12,100,2000,240,1.6,192,133
205.2,3.6,dur,4,232,0,0,2000,240,1.6,192,75
208.8,3.6,dur,4,236,3,25,2000,240,1.6,192,58
212.4,3.6,dur,4,240,12,100,2000,240,1.6,192,132
216.0,3.6,dur,4,244,21,175,2000,240,1.6,192,56
219.6,3.6,dur,4,248,30,250,2000,240,1.6,192,84
223.2,3.6,dur,4,252,30,250,2000,240,1.6,192,159
226.8,4.5,dur,5,257,6,50,2000,240,2.5,300,107
231.3,3.6,dur,4,261,0,0,2000,240,1.6,192,142
234.9,3.6,dur,4,265,15,125,2000,240,1.6,192,28
238.5,3.6,dur,4,269,42,350,2000,240,1.6,192,8
242.1,3.6,dur,4,273,15,125,2000,240,1.6,192,50
245.7,5.4,dur,6,279,0,0,2000,240,3.4000000000000004,408,154
251.1,3.6,dur,4,283,12,100,2000,240,1.6,192,15
254.7,3.6,dur,4,287,6,50,2000,240,1.6,192,4
258.3,3.6,dur,4,291,0,0,2000,240,1.6,192,70
261.9,6.3,dur,7,298,3,25,2000,240,4.3,516,90
268.2,3.6,dur,4,302,21,175,2000,240,1.6,192,125
271.8,3.6,dur,4,306,15,125,2000,240,1.6,192,37
275.4,3.6,dur,4,310,6,50,2000,240,1.6,192,126
279.0,3.6,dur,4,314,90,750,2000,240,1.6,192,22
282.6,5.4,dur,6,320,63,525,2000,240,3.4000000000000004,408,16
288.0,4.5,dur,5,325,3,25,2000,240,2.5,300,72
292.5,3.6,dur,4,329,90,750,2000,240,1.6,192,119
296.1,3.6,dur,4,333,6,50,2000,240,1.6,192,83
299.7,4.5,dur,5,338,9,75,2000,240,2.5,300,100
304.2,3.6,dur,4,342,42,350,2000,240,1.6,192,156
307.8,3.6,dur,4,346,0,0,2000,240,1.6,192,130
311.4,3.6,dur,4,350,12,100,2000,240,1.6,192,53
315.0,4.5,dur,5,355,0,0,2000,240,2.5,300,63
319.5,4.5,dur,5,360,6,50,2000,240,2.5,300,120
