time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,6,50,2000,240,1.6,192,108
3.6,3.6,dur,4,8,15,125,2000,240,1.6,192,41
7.2,3.6,dur,4,12,42,350,2000,240,1.6,192,103
10.8,3.6,dur,4,16,0,0,2000,240,1.6,192,87
14.4,3.6,dur,4,20,3,25,2000,240,1.6,192,75
18.0,6.3,dur,7,27,6,50,2000,240,4.3,516,29
24.3,3.6,dur,4,31,3,25,2000,240,1.6,192,155
27.9,3.6,dur,4,35,3,25,2000,240,1.6,192,130
31.5,4.5,dur,5,40,12,100,2000,240,2.5,300,122
36.0,4.5,dur,5,45,0,0,2000,240,2.5,300,2
40.5,3.6,dur,4,49,21,175,2000,240,1.6,192,92
44.1,3.6,dur,4,53,63,525,2000,240,1.6,192,93
47.7,3.6,dur,4,57,12,100,2000,240,1.6,192,86
51.3,3.6,dur,4,61,21,175,2000,240,1.6,192,3
54.9,4.5,dur,5,66,30,250,2000,240,2.5,300,65
59.4,3.6,dur,4,70,3,25,2000,240,1.6,192,97
63.0,3.6,dur,4,74,15,125,2000,240,1.6,192,127
66.6,3.6,dur,4,78,12,100,2000,240,1.6,192,159
70.2,3.6,dur,4,82,30,250,2000,240,1.6,192,154
73.8,5.4,dur,6,88,63,525,2000,240,3.4000000000000004,408,71
79.2,3.6,dur,4,92,30,250,2000,240,1.6,192,10
82.8,3.6,dur,4,96,30,250,2000,240,1.6,192,90
86.4,3.6,dur,4,100,6,50,2000,240,1.6,192,36
90.0,4.5,dur,5,105,30,250,2000,240,2.5,300,26
94.5,3.6,dur,4,109,63,525,2000,240,1.6,192,77
98.1,4.5,dur,5,114,3,25,2000,240,2.5,300,139
102.6,3.6,dur,4,118,90,750,2000,240,1.6,192,70
106.2,3.6,dur,4,122,90,750,2000,240,1.6,192,13
109.8,3.6,dur,4,126,0,0,2000,240,1.6,192,25
113.4,6.3,dur,7,133,63,525,2000,240,4.3,516,44
119.7,3.6,dur,4,137,0,0,2000,240,1.6,192,9
123.3,3.6,dur,4,141,0,0,2000,240,1.6,192,48
126.9,4.5,dur,5,146,15,125,2000,240,2.5,300,85
131.4,3.6,dur,4,150,90,750,2000,240,1.6,192,105
135.0,3.6,dur,4,154,6,50,2000,240,1.6,192,124
138.6,4.5,dur,5,159,9,75,2000,240,2.5,300,24
143.1,4.5,dur,5,164,6,50,2000,240,2.5,300,58
147.6,3.6,dur,4,168,21,175,2000,240,1.6,192,51
151.2,3.6,dur,4,172,42,350,2000,240,1.6,192,100
154.8,3.6,dur,4,176,90,750,2000,240,1.6,192,157
158.4,5.4,dur,6,182,0,0,2000,240,3.4000000000000004,408,35
163.8,3.6,dur,4,186,15,125,2000,240,1.6,192,120
167.4,3.6,dur,4,190,90,750,2000,240,1.6,192,132
171.0,3.6,dur,4,194,21,175,2000,240,1.6,192,88
174.6,3.6,dur,4,198,21,175,2000,240,1.6,192,23
178.2,3.6,dur,4,202,15,125,2000,240,1.6,192,151
181.8,4.5,dur,5,207,0,0,2000,240,2.5,300,8
186.3,3.6,dur,4,211,9,75,2000,240,1.6,192,14
189.9,3.6,dur,4,215,42,350,2000,240,1.6,192,40
193.5,3.6,dur,4,219,3,25,2000,240,1.6,192,125
197.1,3.6,dur,4,223,42,350,2000,240,1.6,192,15
200.7,4.5,dur,5,228,30,250,2000,240,2.5,300,112
205.2,3.6,dur,4,232,42,350,2000,240,1.6,192,80
208.8,4.5,dur,5,237,42,350,2000,240,2.5,300,11
213.3,6.3,dur,7,244,21,175,2000,240,4.3,516,98
219.6,3.6,dur,4,248,0,0,2000,240,1.6,192,137
223.2,3.6,dur,4,252,9,75,2000,240,1.6,192,83
226.8,3.6,dur,4,256,63,525,2000,240,1.6,192,28
230.4,4.5,dur,5,261,6,50,2000,240,2.5,300,123
234.9,3.6,dur,4,265,0,0,2000,240,1.6,192,126
238.5,4.5,dur,5,270,30,250,2000,240,2.5,300,96
243.0,3.6,dur,4,274,21,175,2000,240,1.6,192,69
246.6,3.6,dur,4,278,0,0,2000,240,1.6,192,91
250.2,3.6,dur,4,282,9,75,2000,240,1.6,192,146
253.8,3.6,dur,4,286,90,750,2000,240,1.6,192,81
257.4,3.6,dur,4,290,3,25,2000,240,1.6,192,55
261.0,3.6,dur,4,294,9,75,2000,240,1.6,192,129
264.6,7.2,dur,8,302,15,125,2000,240,5.2,624,134
271.8,3.6,dur,4,306,63,525,2000,240,1.6,192,60
275.4,3.6,dur,4,310,0,0,2000,240,1.6,192,12
279.0,3.6,dur,4,314,0,0,2000,240,1.6,192,141
282.6,4.5,dur,5,319,90,750,2000,240,2.5,300,107
287.1,3.6,dur,4,323,12,100,2000,240,1.6,192,117
290.7,4.5,dur,5,328,9,75,2000,240,2.5,300,118
295.2,3.6,dur,4,332,12,100,2000,240,1.6,192,145
298.8,3.6,dur,4,336,6,50,2000,240,1.6,192,27
302.4,3.6,dur,4,340,12,100,2000,240,1.6,192,119
306.0,3.6,dur,4,344,15,125,2000,240,1.6,192,22
309.6,3.6,dur,4,348,42,350,2000,240,1.6,192,56
313.2,3.6,dur,4,352,12,100,2000,240,1.6,192,78
316.8,3.6,dur,4,356,9,75,2000,240,1.6,192,32
320.4,3.6,dur,4,360,63,525,2000,240,1.6,192,147
