time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,3,25,2000,240,1.6,192,10
3.6,3.6,dur,4,8,90,750,2000,240,1.6,192,22
7.2,4.5,dur,5,13,0,0,2000,240,2.5,300,42
11.7,3.6,dur,4,17,0,0,2000,240,1.6,192,136
15.3,3.6,dur,4,21,21,175,2000,240,1.6,192,31
18.9,3.6,dur,4,25,6,50,2000,240,1.6,192,69
22.5,3.6,dur,4,29,12,100,2000,240,1.6,192,149
26.1,3.6,dur,4,33,6,50,2000,240,1.6,192,143
29.7,3.6,dur,4,37,15,125,2000,240,1.6,192,72
33.3,5.4,dur,6,43,12,100,2000,240,3.4000000000000004,408,100
38.7,3.6,dur,4,47,15,125,2000,240,1.6,192,141
42.3,3.6,dur,4,51,63,525,2000,240,1.6,192,97
45.9,3.6,dur,4,55,9,75,2000,240,1.6,192,68
49.5,3.6,dur,4,59,42,350,2000,240,1.6,192,98
53.1,3.6,dur,4,63,9,75,2000,240,1.6,192,112
56.7,3.6,dur,4,67,0,0,2000,240,1.6,192,9
60.3,3.6,dur,4,71,63,525,2000,240,1.6,192,11
63.9,5.4,dur,6,77,12,100,2000,240,3.4000000000000004,408,135
69.3,3.6,dur,4,81,12,100,2000,240,1.6,192,67
72.9,4.5,dur,5,86,21,175,2000,240,2.5,300,108
77.4,5.4,dur,6,92,21,175,2000,240,3.4000000000000004,408,140
82.8,3.6,dur,4,96,9,75,2000,240,1.6,192,65
86.4,4.5,dur,5,101,12,100,2000,240,2.5,300,110
90.9,3.6,dur,4,105,63,525,2000,240,1.6,192,3
94.5,3.6,dur,4,109,30,250,2000,240,1.6,192,126
98.1,3.6,dur,4,113,9,75,2000,240,1.6,192,13
101.7,3.6,dur,4,117,90,750,2000,240,1.6,192,71
105.3,5.4,dur,6,123,15,125,2000,240,3.4000000000000004,408,88
110.7,3.6,dur,4,127,30,250,2000,240,1.6,192,103
114.3,4.5,dur,5,132,0,0,2000,240,2.5,300,125
118.8,3.6,dur,4,136,0,0,2000,240,1.6,192,74
122.4,3.6,dur,4,140,15,125,2000,240,1.6,192,145
126.0,3.6,dur,4,144,21,175,2000,240,1.6,192,50
129.6,3.6,dur,4,148,21,175,2000,240,1.6,192,40
133.2,4.5,dur,5,153,15,125,2000,240,2.5,300,99
137.7,3.6,dur,4,157,15,125,2000,240,1.6,192,55
141.3,3.6,dur,4,161,0,0,2000,240,1.6,192,106
144.9,3.6,dur,4,165,6,50,2000,240,1.6,192,63
148.5,3.6,dur,4,169,90,750,2000,240,1.6,192,6
152.1,3.6,dur,4,173,3,25,2000,240,1.6,192,158
155.7,4.5,dur,5,178,42,350,2000,240,2.5,300,51
160.2,3.6,dur,4,182,3,25,2000,240,1.6,192,46
163.8,3.6,dur,4,186,15,125,2000,240,1.6,192,151
167.4,4.5,dur,5,191,30,250,2000,240,2.5,300,81
171.9,3.6,dur,4,195,6,50,2000,240,1.6,192,90
175.5,3.6,dur,4,199,30,250,2000,240,1.6,192,37
179.1,3.6,dur,4,203,9,75,2000,240,1.6,192,85
182.7,3.6,dur,4,207,3,25,2000,240,1.6,192,36
186.3,3.6,dur,4,211,30,250,2000,240,1.6,192,104
189.9,3.6,dur,4,215,42,350,2000,240,1.6,192,157
193.5,5.4,dur,6,221,42,350,2000,240,3.4000000000000004,408,144
198.9,3.6,dur,4,225,42,350,2000,240,1.6,192,5
202.5,3.6,dur,4,229,0,0,2000,240,1.6,192,56
206.1,3.6,dur,4,233,3,25,2000,240,1.6,192,131
209.7,3.6,dur,4,237,21,175,2000,240,1.6,192,17
213.3,3.6,dur,4,241,0,0,2000,240,1.6,192,154
216.9,4.5,dur,5,246,42,350,2000,240,2.5,300,66
221.4,3.6,dur,4,250,30,250,2000,240,1.6,192,28
225.0,4.5,dur,5,255,3,25,2000,240,2.5,300,2
229.5,3.6,dur,4,259,90,750,2000,240,1.6,192,150
233.1,4.5,dur,5,264,6,50,2000,240,2.5,300,21
237.6,3.6,dur,4,268,9,75,2000,240,1.6,192,1
241.2,3.6,dur,4,272,63,525,2000,240,1.6,192,96
244.8,4.5,dur,5,277,42,350,2000,240,2.5,300,14
249.3,5.4,dur,6,283,63,525,2000,240,3.4000000000000004,408,62
254.7,3.6,dur,4,287,0,0,2000,240,1.6,192,83
258.3,3.6,dur,4,291,3,25,2000,240,1.6,192,52
261.9,4.5,dur,5,296,0,0,2000,240,2.5,300,16
266.4,3.6,dur,4,300,63,525,2000,240,1.6,192,120
270.0,3.6,dur,4,304,6,50,2000,240,1.6,192,119
273.6,3.6,dur,4,308,6,50,2000,240,1.6,192,23
277.2,3.6,dur,4,312,63,525,2000,240,1.6,192,121
280.8,3.6,dur,4,316,90,750,2000,240,1.6,192,82
284.4,3.6,dur,4,320,12,100,2000,240,1.6,192,64
288.0,6.3,dur,7,327,0,0,2000,240,4.3,516,44
294.3,3.6,dur,4,331,12,100,2000,240,1.6,192,57
297.9,4.5,dur,5,336,90,750,2000,240,2.5,300,93
302.4,3.6,dur,4,340,21,175,2000,240,1.6,192,70
306.0,7.2,dur,8,348,9,75,2000,240,5.2,624,43
313.2,3.6,dur,4,352,90,750,2000,240,1.6,192,133
316.8,3.6,dur,4,356,30,250,2000,240,1.6,192,132
320.4,3.6,dur,4,360,0,0,2000,240,1.6,192,159
