time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,42,350,2000,240,1.6,192,10
3.6,3.6,dur,4,8,30,250,2000,240,1.6,192,5
7.2,7.2,dur,8,16,0,0,2000,240,5.2,624,97
14.4,4.5,dur,5,21,3,25,2000,240,2.5,300,67
18.9,3.6,dur,4,25,6,50,2000,240,1.6,192,99
22.5,3.6,dur,4,29,9,75,2000,240,1.6,192,128
26.1,3.6,dur,4,33,3,25,2000,240,1.6,192,25
29.7,3.6,dur,4,37,90,750,2000,240,1.6,192,95
33.3,3.6,dur,4,41,3,25,2000,240,1.6,192,92
36.9,4.5,dur,5,46,15,125,2000,240,2.5,300,107
41.4,5.4,dur,6,52,0,0,2000,240,3.4000000000000004,408,40
46.8,4.5,dur,5,57,63,525,2000,240,2.5,300,28
51.3,3.6,dur,4,61,21,175,2000,240,1.6,192,36
54.9,3.6,dur,4,65,21,175,2000,240,1.6,192,100
58.5,4.5,dur,5,70,6,50,2000,240,2.5,300,82
63.0,3.6,dur,4,74,30,250,2000,240,1.6,192,84
66.6,3.6,dur,4,78,21,175,2000,240,1.6,192,85
70.2,3.6,dur,4,82,12,100,2000,240,1.6,192,138
73.8,3.6,dur,4,86,9,75,2000,240,1.6,192,134
77.4,3.6,dur,4,90,9,75,2000,240,1.6,192,72
81.0,3.6,dur,4,94,6,50,2000,240,1.6,192,27
84.6,3.6,dur,4,98,3,25,2000,240,1.6,192,135
88.2,6.3,dur,7,105,9,75,2000,240,4.3,516,41
94.5,3.6,dur,4,109,0,0,2000,240,1.6,192,33
98.1,4.5,dur,5,114,3,25,2000,240,2.5,300,13
102.6,3.6,dur,4,118,9,75,2000,240,1.6,192,18
106.2,4.5,dur,5,123,12,100,2000,240,2.5,300,31
110.7,5.4,dur,6,129,0,0,2000,240,3.4000000000000004,408,148
116.1,3.6,dur,4,133,12,100,2000,240,1.6,192,153
119.7,3.6,dur,4,137,12,100,2000,240,1.6,192,133
123.3,3.6,dur,4,141,3,25,2000,240,1.6,192,62
126.9,3.6,dur,4,145,63,525,2000,240,1.6,192,129
130.5,3.6,dur,4,149,21,175,2000,240,1.6,192,7
134.1,3.6,dur,4,153,90,750,2000,240,1.6,192,130
137.7,4.5,dur,5,158,30,250,2000,240,2.5,300,61
142.2,3.6,dur,4,162,6,50,2000,240,1.6,192,73
145.8,3.6,dur,4,166,0,0,2000,240,1.6,192,124
149.4,3.6,dur,4,170,15,125,2000,240,1.6,192,44
153.0,3.6,dur,4,174,21,175,2000,240,1.6,192,91
156.6,3.6,dur,4,178,15,125,2000,240,1.6,192,24
160.2,5.4,dur,6,184,15,125,2000,240,3.4000000000000004,408,20
165.6,3.6,dur,4,188,0,0,2000,240,1.6,192,108
169.2,3.6,dur,4,192,6,50,2000,240,1.6,192,136
172.8,3.6,dur,4,196,0,0,2000,240,1.6,192,71
176.4,3.6,dur,4,200,90,750,2000,240,1.6,192,106
180.0,3.6,dur,4,204,12,100,2000,240,1.6,192,132
183.6,3.6,dur,4,208,42,350,2000,240,1.6,192,9
187.2,3.6,dur,4,212,3,25,2000,240,1.6,192,56
190.8,3.6,dur,4,216,30,250,2000,240,1.6,192,146
194.4,3.6,dur,4,220,6,50,2000,240,1.6,192,54
198.0,6.3,dur,7,227,90,750,2000,240,4.3,516,87
204.3,4.5,dur,5,232,42,350,2000,240,2.5,300,109
208.8,3.6,dur,4,236,63,525,2000,240,1.6,192,14
212.4,3.6,dur,4,240,30,250,2000,240,1.6,192,52
216.0,3.6,dur,4,244,0,0,2000,240,1.6,192,1
219.6,3.6,dur,4,248,0,0,2000,240,1.6,192,46
223.2,3.6,dur,4,252,6,50,2000,240,1.6,192,147
226.8,3.6,dur,4,256,21,175,2000,240,1.6,192,35
230.4,3.6,dur,4,260,0,0,2000,240,1.6,192,113
234.0,4.5,dur,5,265,42,350,2000,240,2.5,300,125
238.5,3.6,dur,4,269,9,75,2000,240,1.6,192,155
242.1,3.6,dur,4,273,0,0,2000,240,1.6,192,143
245.7,3.6,dur,4,277,30,250,2000,240,1.6,192,101
249.3,3.6,dur,4,281,63,525,2000,240,1.6,192,39
252.9,7.2,dur,8,289,63,525,2000,240,5.2,624,104
260.1,3.6,dur,4,293,63,525,2000,240,1.6,192,60
263.7,3.6,dur,4,297,15,125,2000,240,1.6,192,58
267.3,3.6,dur,4,301,9,75,2000,240,1.6,192,80
270.9,4.5,dur,5,306,42,350,2000,240,2.5,300,159
275.4,3.6,dur,4,310,15,125,2000,240,1.6,192,50
279.0,3.6,dur,4,314,42,350,2000,240,1.6,192,89
282.6,3.6,dur,4,318,90,750,2000,240,1.6,192,69
286.2,3.6,dur,4,322,21,175,2000,240,1.6,192,94
289.8,4.5,dur,5,327,42,350,2000,240,2.5,300,123
294.3,3.6,dur,4,331,63,525,2000,240,1.6,192,88
297.9,4.5,dur,5,336,12,100,2000,240,2.5,300,140
302.4,3.6,dur,4,340,12,100,2000,240,1.6,192,6
306.0,3.6,dur,4,344,90,750,2000,240,1.6,192,74
309.6,3.6,dur,4,348,0,0,2000,240,1.6,192,86
313.2,3.6,dur,4,352,90,750,2000,240,1.6,192,96
316.8,3.6,dur,4,356,15,125,2000,240,1.6,192,122
320.4,3.6,dur,4,360,30,250,2000,240,1.6,192,12
