time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,12,100,2000,240,1.6,192,87
3.6,4.5,dur,5,9,21,175,2000,240,2.5,300,155
8.1,3.6,dur,4,13,21,175,2000,240,1.6,192,29
11.7,3.6,dur,4,17,42,350,2000,240,1.6,192,19
15.3,3.6,dur,4,21,63,525,2000,240,1.6,192,66
18.9,3.6,dur,4,25,6,50,2000,240,1.6,192,83
22.5,3.6,dur,4,29,3,25,2000,240,1.6,192,120
26.1,3.6,dur,4,33,15,125,2000,240,1.6,192,68
29.7,3.6,dur,4,37,9,75,2000,240,1.6,192,101
33.3,3.6,dur,4,41,12,100,2000,240,1.6,192,103
36.9,3.6,dur,4,45,0,0,2000,240,1.6,192,63
40.5,3.6,dur,4,49,63,525,2000,240,1.6,192,150
44.1,3.6,dur,4,53,42,350,2000,240,1.6,192,62
47.7,3.6,dur,4,57,0,0,2000,240,1.6,192,135
51.3,3.6,dur,4,61,15,125,2000,240,1.6,192,43
54.9,5.4,dur,6,67,15,125,2000,240,3.4000000000000004,408,158
60.3,3.6,dur,4,71,0,0,2000,240,1.6,192,4
63.9,3.6,dur,4,75,0,0,2000,240,1.6,192,32
67.5,3.6,dur,4,79,90,750,2000,240,1.6,192,147
71.1,3.6,dur,4,83,21,175,2000,240,1.6,192,148
74.7,3.6,dur,4,87,30,250,2000,240,1.6,192,86
78.3,3.6,dur,4,91,6,50,2000,240,1.6,192,139
81.9,5.4,dur,6,97,0,0,2000,240,3.4000000000000004,408,104
87.3,4.5,dur,5,102,90,750,2000,240,2.5,300,125
91.8,3.6,dur,4,106,15,125,2000,240,1.6,192,52
95.4,6.3,dur,7,113,0,0,2000,240,4.3,516,31
101.7,3.6,dur,4,117,3,25,2000,240,1.6,192,47
105.3,5.4,dur,6,123,12,100,2000,240,3.4000000000000004,408,55
110.7,3.6,dur,4,127,30,250,2000,240,1.6,192,108
114.3,3.6,dur,4,131,6,50,2000,240,1.6,192,7
117.9,3.6,dur,4,135,90,750,2000,240,1.6,192,121
121.5,3.6,dur,4,139,63,525,2000,240,1.6,192,100
125.1,3.6,dur,4,143,90,750,2000,240,1.6,192,59
128.7,3.6,dur,4,147,0,0,2000,240,1.6,192,50
132.3,5.4,dur,6,153,42,350,2000,240,3.4000000000000004,408,106
137.7,3.6,dur,4,157,9,75,2000,240,1.6,192,71
141.3,3.6,dur,4,161,3,25,2000,240,1.6,192,128
144.9,3.6,dur,4,165,42,350,2000,240,1.6,192,42
148.5,4.5,dur,5,170,15,125,2000,240,2.5,300,146
153.0,3.6,dur,4,174,42,350,2000,240,1.6,192,81
156.6,3.6,dur,4,178,0,0,2000,240,1.6,192,112
160.2,4.5,dur,5,183,9,75,2000,240,2.5,300,113
164.7,3.6,dur,4,187,9,75,2000,240,1.6,192,44
168.3,3.6,dur,4,191,30,250,2000,240,1.6,192,17
171.9,6.3,dur,7,198,30,250,2000,240,4.3,516,64
178.2,3.6,dur,4,202,21,175,2000,240,1.6,192,153
181.8,4.5,dur,5,207,15,125,2000,240,2.5,300,142
186.3,3.6,dur,4,211,3,25,2000,240,1.6,192,137
189.9,5.4,dur,6,217,3,25,2000,240,3.4000000000000004,408,126
195.3,3.6,dur,4,221,6,50,2000,240,1.6,192,75
198.9,3.6,dur,4,225,0,0,2000,240,1.6,192,23
202.5,3.6,dur,4,229,30,250,2000,240,1.6,192,16
206.1,3.6,dur,4,233,63,525,2000,240,1.6,192,89
209.7,3.6,dur,4,237,21,175,2000,240,1.6,192,18
213.3,3.6,dur,4,241,90,750,2000,240,1.6,192,57
216.9,3.6,dur,4,245,9,75,2000,240,1.6,192,20
220.5,3.6,dur,4,249,63,525,2000,240,1.6,192,76
224.1,3.6,dur,4,253,90,750,2000,240,1.6,192,6
227.7,5.4,dur,6,259,6,50,2000,240,3.4000000000000004,408,39
233.1,4.5,dur,5,264,42,350,2000,240,2.5,300,33
237.6,3.6,dur,4,268,90,750,2000,240,1.6,192,149
241.2,5.4,dur,6,274,30,250,2000,240,3.4000000000000004,408,80
246.6,3.6,dur,4,278,0,0,2000,240,1.6,192,90
250.2,4.5,dur,5,283,12,100,2000,240,2.5,300,129
254.7,3.6,dur,4,287,12,100,2000,240,1.6,192,15
258.3,3.6,dur,4,291,42,350,2000,240,1.6,192,79
261.9,3.6,dur,4,295,30,250,2000,240,1.6,192,95
265.5,3.6,dur,4,299,0,0,2000,240,1.6,192,102
269.1,3.6,dur,4,303,21,175,2000,240,1.6,192,40
272.7,3.6,dur,4,307,12,100,2000,240,1.6,192,117
276.3,4.5,dur,5,312,21,175,2000,240,2.5,300,41
280.8,3.6,dur,4,316,6,50,2000,240,1.6,192,12
284.4,4.5,dur,5,321,63,525,2000,240,2.5,300,116
288.9,3.6,dur,4,325,3,25,2000,240,1.6,192,134
292.5,3.6,dur,4,329,9,75,2000,240,1.6,192,119
296.1,3.6,dur,4,333,0,0,2000,240,1.6,192,13
299.7,3.6,dur,4,337,6,50,2000,240,1.6,192,38
303.3,3.6,dur,4,341,12,100,2000,240,1.6,192,93
306.9,6.3,dur,7,348,9,75,2000,240,4.3,516,122
313.2,3.6,dur,4,352,15,125,2000,240,1.6,192,107
316.8,3.6,dur,4,356,3,25,2000,240,1.6,192,96
320.4,3.6,dur,4,360,63,525,2000,240,1.6,192,85
