time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,3,25,2000,240,1.6,192,35
3.6,4.5,dur,5,9,63,525,2000,240,2.5,300,99
8.1,3.6,dur,4,13,0,0,2000,240,1.6,192,6
11.7,3.6,dur,4,17,15,125,2000,240,1.6,192,133
15.3,3.6,dur,4,21,42,350,2000,240,1.6,192,152
18.9,3.6,dur,4,25,6,50,2000,240,1.6,192,1
22.5,5.4,dur,6,31,30,250,2000,240,3.4000000000000004,408,5
27.9,3.6,dur,4,35,30,250,2000,240,1.6,192,22
31.5,3.6,dur,4,39,21,175,2000,240,1.6,192,155
35.1,3.6,dur,4,43,12,100,2000,240,1.6,192,20
38.7,3.6,dur,4,47,0,0,2000,240,1.6,192,27
42.3,3.6,dur,4,51,42,350,2000,240,1.6,192,8
45.9,4.5,dur,5,56,3,25,2000,240,2.5,300,18
50.4,3.6,dur,4,60,6,50,2000,240,1.6,192,115
54.0,3.6,dur,4,64,0,0,2000,240,1.6,192,94
57.6,3.6,dur,4,68,15,125,2000,240,1.6,192,2
61.2,3.6,dur,4,72,6,50,2000,240,1.6,192,137
64.8,3.6,dur,4,76,9,75,2000,240,1.6,192,57
68.4,3.6,dur,4,80,30,250,2000,240,1.6,192,63
72.0,3.6,dur,4,84,0,0,2000,240,1.6,192,125
75.6,3.6,dur,4,88,12,100,2000,240,1.6,192,150
79.2,3.6,dur,4,92,21,175,2000,240,1.6,192,110
82.8,3.6,dur,4,96,6,50,2000,240,1.6,192,114
86.4,7.2,dur,8,104,6,50,2000,240,5.2,624,78
93.6,3.6,dur,4,108,21,175,2000,240,1.6,192,31
97.2,3.6,dur,4,112,63,525,2000,240,1.6,192,127
100.8,3.6,dur,4,116,15,125,2000,240,1.6,192,66
104.4,3.6,dur,4,120,12,100,2000,240,1.6,192,113
108.0,7.2,dur,8,128,30,250,2000,240,5.2,624,13
115.2,3.6,dur,4,132,21,175,2000,240,1.6,192,29
118.8,3.6,dur,4,136,15,125,2000,240,1.6,192,3
122.4,4.5,dur,5,141,9,75,2000,240,2.5,300,92
126.9,3.6,dur,4,145,15,125,2000,240,1.6,192,77
130.5,3.6,dur,4,149,15,125,2000,240,1.6,192,38
134.1,3.6,dur,4,153,21,175,2000,240,1.6,192,43
137.7,6.3,dur,7,160,21,175,2000,240,4.3,516,157
144.0,4.5,dur,5,165,9,75,2000,240,2.5,300,67
148.5,4.5,dur,5,170,0,0,2000,240,2.5,300,149
153.0,3.6,dur,4,174,42,350,2000,240,1.6,192,89
156.6,4.5,dur,5,179,12,100,2000,240,2.5,300,79
161.1,3.6,dur,4,183,0,0,2000,240,1.6,192,105
164.7,3.6,dur,4,187,63,525,2000,240,1.6,192,9
168.3,3.6,dur,4,191,3,25,2000,240,1.6,192,96
171.9,3.6,dur,4,195,9,75,2000,240,1.6,192,138
175.5,3.6,dur,4,199,0,0,2000,240,1.6,192,119
179.1,4.5,dur,5,204,90,750,2000,240,2.5,300,54
183.6,3.6,dur,4,208,30,250,2000,240,1.6,192,129
187.2,3.6,dur,4,212,63,525,2000,240,1.6,192,7
190.8,3.6,dur,4,216,0,0,2000,240,1.6,192,85
194.4,3.6,dur,4,220,90,750,2000,240,1.6,192,104
198.0,4.5,dur,5,225,6,50,2000,240,2.5,300,142
202.5,3.6,dur,4,229,0,0,2000,240,1.6,192,159
206.1,3.6,dur,4,233,0,0,2000,240,1.6,192,76
209.7,3.6,dur,4,237,9,75,2000,240,1.6,192,154
213.3,3.6,dur,4,241,63,525,2000,240,1.6,192,87
216.9,3.6,dur,4,245,6,50,2000,240,1.6,192,34
220.5,3.6,dur,4,249,15,125,2000,240,1.6,192,112
224.1,3.6,dur,4,253,3,25,2000,240,1.6,192,81
227.7,3.6,dur,4,257,3,25,2000,240,1.6,192,26
231.3,4.5,dur,5,262,12,100,2000,240,2.5,300,136
235.8,3.6,dur,4,266,21,175,2000,240,1.6,192,51
239.4,4.5,dur,5,271,90,750,2000,240,2.5,300,55
243.9,3.6,dur,4,275,12,100,2000,240,1.6,192,65
247.5,5.4,dur,6,281,0,0,2000,240,3.4000000000000004,408,72
252.9,4.5,dur,5,286,63,525,2000,240,2.5,300,40
257.4,3.6,dur,4,290,12,100,2000,240,1.6,192,156
261.0,3.6,dur,4,294,9,75,2000,240,1.6,192,48
264.6,4.5,dur,5,299,42,350,2000,240,2.5,300,88
269.1,3.6,dur,4,303,30,250,2000,240,1.6,192,41
272.7,5.4,dur,6,309,42,350,2000,240,3.4000000000000004,408,37
278.1,6.3,dur,7,316,63,525,2000,240,4.3,516,49
284.4,3.6,dur,4,320,90,750,2000,240,1.6,192,53
288.0,3.6,dur,4,324,9,75,2000,240,1.6,192,74
291.6,3.6,dur,4,328,90,750,2000,240,1.6,192,106
295.2,3.6,dur,4,332,0,0,2000,240,1.6,192,70
298.8,3.6,dur,4,336,30,250,2000,240,1.6,192,93
302.4,3.6,dur,4,340,90,750,2000,240,1.6,192,140
306.0,3.6,dur,4,344,42,350,2000,240,1.6,192,14
309.6,3.6,dur,4,348,3,25,2000,240,1.6,192,12
313.2,3.6,dur,4,352,90,750,2000,240,1.6,192,126
316.8,3.6,dur,4,356,3,25,2000,240,1.6,192,61
320.4,3.6,dur,4,360,42,350,2000,240,1.6,192,21
