time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,3.6,dur,4,4,30,250,2000,240,1.6,192,86
3.6,3.6,dur,4,8,21,175,2000,240,1.6,192,27
7.2,3.6,dur,4,12,3,25,2000,240,1.6,192,73
10.8,4.5,dur,5,17,3,25,2000,240,2.5,300,54
15.3,3.6,dur,4,21,90,750,2000,240,1.6,192,133
18.9,3.6,dur,4,25,0,0,2000,240,1.6,192,6
22.5,3.6,dur,4,29,6,50,2000,240,1.6,192,21
26.1,3.6,dur,4,33,6,50,2000,240,1.6,192,115
29.7,3.6,dur,4,37,63,525,2000,240,1.6,192,107
33.3,3.6,dur,4,41,21,175,2000,240,1.6,192,18
36.9,3.6,dur,4,45,21,175,2000,240,1.6,192,51
40.5,3.6,dur,4,49,90,750,2000,240,1.6,192,152
44.1,3.6,dur,4,53,21,175,2000,240,1.6,192,14
47.7,3.6,dur,4,57,30,250,2000,240,1.6,192,2
51.3,5.4,dur,6,63,12,100,2000,240,3.4000000000000004,408,144
56.7,3.6,dur,4,67,6,50,2000,240,1.6,192,55
60.3,4.5,dur,5,72,0,0,2000,240,2.5,300,12
64.8,3.6,dur,4,76,12,100,2000,240,1.6,192,82
68.4,3.6,dur,4,80,0,0,2000,240,1.6,192,83
72.0,3.6,dur,4,84,12,100,2000,240,1.6,192,85
75.6,3.6,dur,4,88,12,100,2000,240,1.6,192,113
79.2,3.6,dur,4,92,15,125,2000,240,1.6,192,94
82.8,3.6,dur,4,96,63,525,2000,240,1.6,192,20
86.4,3.6,dur,4,100,0,0,2000,240,1.6,192,147
90.0,6.3,dur,7,107,6,50,2000,240,4.3,516,53
96.3,5.4,dur,6,113,9,75,2000,240,3.4000000000000004,408,88
101.7,3.6,dur,4,117,0,0,2000,240,1.6,192,81
105.3,7.2,dur,8,125,21,175,2000,240,5.2,624,116
112.5,3.6,dur,4,129,42,350,2000,240,1.6,192,143
116.1,3.6,dur,4,133,6,50,2000,240,1.6,192,68
119.7,3.6,dur,4,137,30,250,2000,240,1.6,192,23
123.3,3.6,dur,4,141,30,250,2000,240,1.6,192,64
126.9,3.6,dur,4,145,12,100,2000,240,1.6,192,149
130.5,5.4,dur,6,151,0,0,2000,240,3.4000000000000004,408,3
135.9,3.6,dur,4,155,0,0,2000,240,1.6,192,8
139.5,4.5,dur,5,160,63,525,2000,240,2.5,300,32
144.0,3.6,dur,4,164,42,350,2000,240,1.6,192,122
147.6,3.6,dur,4,168,12,100,2000,240,1.6,192,104
151.2,3.6,dur,4,172,3,25,2000,240,1.6,192,31
154.8,4.5,dur,5,177,9,75,2000,240,2.5,300,58
159.3,3.6,dur,4,181,12,100,2000,240,1.6,192,7
162.9,3.6,dur,4,185,15,125,2000,240,1.6,192,96
166.5,3.6,dur,4,189,0,0,2000,240,1.6,192,41
170.1,4.5,dur,5,194,21,175,2000,240,2.5,300,33
174.6,4.5,dur,5,199,3,25,2000,240,2.5,300,74
179.1,3.6,dur,4,203,42,350,2000,240,1.6,192,98
182.7,3.6,dur,4,207,3,25,2000,240,1.6,192,138
186.3,3.6,dur,4,211,9,75,2000,240,1.6,192,62
189.9,3.6,dur,4,215,0,0,2000,240,1.6,192,56
193.5,6.3,dur,7,222,30,250,2000,240,4.3,516,35
199.8,3.6,dur,4,226,0,0,2000,240,1.6,192,13
203.4,3.6,dur,4,230,15,125,2000,240,1.6,192,105
207.0,3.6,dur,4,234,42,350,2000,240,1.6,192,158
210.6,3.6,dur,4,238,9,75,2000,240,1.6,192,38
214.2,3.6,dur,4,242,3,25,2000,240,1.6,192,135
217.8,3.6,dur,4,246,42,350,2000,240,1.6,192,109
221.4,3.6,dur,4,250,63,525,2000,240,1.6,192,112
225.0,3.6,dur,4,254,9,75,2000,240,1.6,192,84
228.6,3.6,dur,4,258,9,75,2000,240,1.6,192,155
232.2,3.6,dur,4,262,90,750,2000,240,1.6,192,17
235.8,5.4,dur,6,268,42,350,2000,240,3.4000000000000004,408,123
241.2,3.6,dur,4,272,21,175,2000,240,1.6,192,118
244.8,7.2,dur,8,280,0,0,2000,240,5.2,624,70
252.0,6.3,dur,7,287,90,750,2000,240,4.3,516,34
258.3,3.6,dur,4,291,63,525,2000,240,1.6,192,142
261.9,3.6,dur,4,295,90,750,2000,240,1.6,192,69
265.5,3.6,dur,4,299,6,50,2000,240,1.6,192,16
269.1,3.6,dur,4,303,42,350,2000,240,1.6,192,29
272.7,3.6,dur,4,307,90,750,2000,240,1.6,192,120
276.3,3.6,dur,4,311,3,25,2000,240,1.6,192,65
279.9,3.6,dur,4,315,15,125,2000,240,1.6,192,136
283.5,3.6,dur,4,319,15,125,2000,240,1.6,192,76
287.1,3.6,dur,4,323,15,125,2000,240,1.6,192,151
290.7,3.6,dur,4,327,6,50,2000,240,1.6,192,47
294.3,3.6,dur,4,331,90,750,2000,240,1.6,192,132
297.9,3.6,dur,4,335,0,0,2000,240,1.6,192,99
301.5,3.6,dur,4,339,9,75,2000,240,1.6,192,1
305.1,4.5,dur,5,344,30,250,2000,240,2.5,300,154
309.6,3.6,dur,4,348,15,125,2000,240,1.6,192,95
313.2,3.6,dur,4,352,30,250,2000,240,1.6,192,43
316.8,3.6,dur,4,356,63,525,2000,240,1.6,192,19
320.4,3.6,dur,4,360,63,525,2000,240,1.6,192,121
